timestamp,Th_ENB1,Delay_ENB1,Loss_ENB1,UE_ENB1,RSRP_ENB1,SINR_ENB1,Load_ENB1,Th_ENB2,Delay_ENB2,Loss_ENB2,UE_ENB2,RSRP_ENB2,SINR_ENB2,Load_ENB2,Th_ENB3,Delay_ENB3,Loss_ENB3,UE_ENB3,RSRP_ENB3,SINR_ENB3,Load_ENB3,Th_ENB4,Delay_ENB4,Loss_ENB4,UE_ENB4,RSRP_ENB4,SINR_ENB4,Load_ENB4,Th_ENB5,Delay_ENB5,Loss_ENB5,UE_ENB5,RSRP_ENB5,SINR_ENB5,Load_ENB5,Th_ENB6,Delay_ENB6,Loss_ENB6,UE_ENB6,RSRP_ENB6,SINR_ENB6,Load_ENB6
307,150.425,25.1528,0.00487117,298.301,-89.725,29.9805,0.651233,160.333,27.0186,0.00720526,321.021,-87.8177,30,0.679886,154.228,25.8336,0.00583956,309.243,-91.7278,28.0851,0.621599,158.035,27.8669,0.00947846,329.5,-87.2358,30,0.70374,152.775,24.8044,0.0058863,289.086,-91.2766,26.1043,0.603639,156.192,27.0298,0.00731312,311.145,-88.7659,30,0.674676
308,150.992,24.8466,0.00534954,299.999,-90.0675,30,0.64556,160.013,27.1484,0.00721346,319.706,-87.7363,30,0.678584,154.881,26.0078,0.00613199,311.203,-92.0287,28.0952,0.620337,157.677,28.0632,0.00921772,330.232,-87.266,30,0.697853,151.565,25.0694,0.00501835,291.023,-91.1408,25.943,0.600279,155.432,27.1538,0.00658537,309.778,-88.7903,30,0.667923
309,149.842,25.0827,0.00547326,301.573,-90.0945,30,0.645035,159.055,27.1295,0.00719946,318.243,-88.1577,30,0.682306,155.249,25.895,0.00600327,311.705,-91.811,27.947,0.624823,158.417,27.825,0.00853516,328.674,-86.8633,30,0.700115,151.187,25.1684,0.00534396,291.633,-90.7331,25.8518,0.599641,155.049,27.1635,0.00701841,308.3,-89.2338,29.9651,0.674402
310,150.386,25.147,0.00486646,298.173,-89.7154,29.8552,0.654477,159.737,26.804,0.00768916,321.922,-87.7206,30,0.676812,155.131,26.0549,0.00623942,308.724,-91.7246,28.0416,0.62347,158.08,27.9657,0.00947718,330.328,-86.7799,30,0.701754,152.098,24.8014,0.00504002,288.803,-91.1884,25.9264,0.598049,155.72,26.9682,0.00659887,308.169,-88.8956,30,0.669441
311,150.269,25.1311,0.00492769,300.564,-89.7279,30,0.64926,160.289,26.8708,0.00756052,321.925,-87.989,30,0.679073,155.998,26.0317,0.00554227,310.347,-92.1353,27.8597,0.623209,157.551,28.1186,0.00878822,328.777,-86.7156,30,0.701014,152.22,25.0242,0.0059147,290.698,-91.0578,26.1087,0.596811,156.088,27.1802,0.0071254,311.268,-88.9079,30,0.674445
312,149.546,24.8679,0.00498399,300.807,-90.1637,29.8512,0.648429,160.938,27.078,0.00740133,318.77,-88.0863,30,0.676063,155.813,26.1991,0.00566411,308.218,-92.1022,27.9885,0.617048,157.603,27.8803,0.00927426,330.85,-86.919,30,0.70409,152.939,24.8695,0.00522301,290.103,-91.2452,25.9809,0.600818,156.044,26.9324,0.00704245,311.835,-89.1764,30,0.665434
313,149.133,25.0207,0.00460494,298.089,-90.1971,30,0.652033,159.405,27.0673,0.00718248,320.454,-88.0528,30,0.684951,155.876,25.8017,0.00638544,308.266,-91.7282,27.9345,0.61882,157.183,27.8449,0.00922674,331.777,-86.9336,30,0.70262,151.526,24.8181,0.00500187,289.403,-91.1551,25.8687,0.596795,155.249,27.166,0.00664027,310.151,-88.9441,30,0.665991
314,149.638,24.8205,0.00489567,298.754,-89.963,30,0.650321,159.868,26.9549,0.00784169,318.877,-87.8595,30,0.679192,154.595,25.9882,0.00559321,308.184,-92.233,27.9061,0.620042,158.698,27.8943,0.00943516,331.82,-86.7247,30,0.698638,151.145,25.0275,0.00555868,291.4,-90.7024,26.0024,0.598452,155.372,26.8019,0.00700911,310.222,-88.805,30,0.674165
315,150.256,25.1361,0.0046483,301.421,-89.8949,29.9011,0.646898,160.853,26.8129,0.00746253,319.254,-87.901,30,0.678604,154.854,26.1928,0.00628392,311.589,-92.0367,27.9202,0.619119,158.432,27.8438,0.00877047,328.187,-87.0406,30,0.695247,152.351,25.173,0.00523693,290.775,-90.7149,26.1387,0.597349,155.201,26.8593,0.00720204,310.903,-88.8955,29.9508,0.666698
316,150.162,24.9935,0.00522883,299.765,-90.0968,29.938,0.647115,159.531,26.8379,0.00734686,318.146,-88.1882,30,0.678255,155.336,26.0868,0.00608119,311.835,-92.2871,28.0716,0.624588,158.725,27.8672,0.00882682,328.69,-86.9392,30,0.698171,152.079,25.0764,0.00542134,291.416,-90.8371,25.8694,0.601211,155.471,27.023,0.00745689,311.516,-89.0573,29.9375,0.667344
317,150.065,24.8457,0.00504928,298.005,-90.1057,29.916,0.654712,160.454,26.9399,0.00709285,320.067,-88.1719,30,0.683354,155.232,26.0535,0.00604103,311.709,-91.7409,28.0038,0.618058,157.919,27.8746,0.00913634,330,-87.238,30,0.699796,152.775,25.0266,0.00568154,289.356,-90.9572,25.9842,0.601591,155.101,26.9973,0.00679599,309.305,-88.7234,29.9048,0.668112
318,150.02,25.1452,0.00491667,300.975,-89.7862,29.943,0.648928,159.713,27.1331,0.00704435,319.234,-87.8924,30,0.679363,155.08,25.879,0.00593072,310.007,-91.7593,27.9283,0.623678,158.288,27.8081,0.00922463,328.142,-86.7016,30,0.697973,151.515,24.9526,0.00535617,289.489,-91.109,26.0363,0.596643,156.692,27.125,0.00697648,311.411,-89.1517,29.8553,0.671192
319,149.916,25.0269,0.00539934,301.88,-89.9193,30,0.645838,159.321,27.0933,0.00743137,319.784,-88.1148,30,0.676852,155.254,25.8695,0.00556383,309.321,-92.1613,28.1167,0.61555,157.353,28.0195,0.00898107,328.183,-87.2956,30,0.701588,151.731,24.9882,0.00526655,289.379,-90.9106,26.1148,0.596841,156.681,26.8486,0.00671499,308.149,-89.2155,30,0.669594
320,149.155,25.1839,0.00537899,301.019,-89.7399,29.916,0.653364,160.38,27.1479,0.00779691,319.386,-87.8354,30,0.678286,154.216,26.174,0.005791,310.082,-92.0652,28.138,0.61835,158.557,28.1422,0.00893561,329.513,-86.8514,30,0.702549,151.454,25.1553,0.00538758,290.305,-90.8011,25.9065,0.602845,156.192,27.1573,0.00667197,309.683,-88.8003,29.8558,0.666122
321,150.981,24.9122,0.00547554,298.73,-90.0833,30,0.651578,160.162,27.012,0.00784344,318.94,-88.0345,30,0.680959,154.501,25.9335,0.00597125,308.107,-92.2448,28.0558,0.61929,158.73,28.0779,0.0085081,330.467,-87.2438,30,0.704915,152.062,25.0731,0.00523731,289.75,-90.7863,25.9002,0.597655,155.891,27.0849,0.00687588,311.711,-89.2433,29.9612,0.67209
322,149.452,25.0626,0.00466422,298.224,-90.2274,30,0.650518,160.593,26.9331,0.00759266,319.98,-87.7326,30,0.682305,154.093,26.0199,0.00596699,311.711,-92.1456,27.931,0.619113,157.487,27.8517,0.00935741,330.233,-86.7832,30,0.69782,152.095,24.8333,0.00591525,289.617,-91.0638,25.9408,0.599607,155.504,26.9499,0.00729995,311.337,-89.1175,29.9907,0.673738
323,149.105,25.1557,0.00471918,300.714,-89.9505,30,0.653594,159.203,26.9388,0.00753825,321.245,-88.1701,30,0.678996,154.378,26.1036,0.0055909,310.059,-92.2617,27.9569,0.621011,158.112,27.9619,0.00892905,328.907,-87.0265,30,0.703505,151.29,24.8119,0.00593352,290.107,-90.9773,26.0842,0.598147,155.964,27.1875,0.00717215,308.615,-89.2201,29.9113,0.672667
324,149.591,24.8086,0.00544417,298.679,-90.2943,29.9211,0.64735,159.844,27.1682,0.00787918,319.828,-88.0535,30,0.677435,154.104,26.1757,0.0056867,308.794,-92.0165,27.9975,0.615184,157.296,27.9513,0.00918373,328.914,-87.0462,30,0.703886,151.652,24.8534,0.00548927,290.987,-91.2341,25.9774,0.595178,155.067,26.9932,0.0067982,311.38,-88.9387,29.9862,0.669079
325,149.994,24.8162,0.00539279,301.993,-90.1911,29.8861,0.646436,160.322,27.0646,0.00784792,321.007,-88.0302,30,0.681883,155.025,25.9903,0.0061451,310.23,-91.9136,28.0339,0.622192,158.286,28.0079,0.0091818,329.798,-87.155,30,0.7006,152.181,25.1888,0.00536148,289.577,-91.1789,25.8712,0.602728,155.499,27.0436,0.00718777,309.885,-88.7742,29.9831,0.667849
326,150.792,25.1446,0.00466404,298.104,-90.246,29.936,0.654723,160.117,26.9493,0.00788872,319.813,-88.1109,30,0.683495,155.687,26.0049,0.00628944,308.717,-91.9561,28.1452,0.61791,158.589,27.9962,0.00853981,331.052,-87.1989,30,0.695857,152.894,24.9167,0.00522646,288.517,-90.7324,26.0636,0.602417,155.999,26.9899,0.00661002,310.239,-89.1519,30,0.672966
327,149.826,24.8605,0.00528533,298.488,-90.1864,29.9135,0.650569,160.574,26.9257,0.00708467,319.858,-87.8511,30,0.677199,155.894,26.1817,0.00649047,311.231,-92.1871,27.9136,0.618402,157.636,28.1826,0.00928907,330.896,-87.1884,30,0.703279,151.327,25.1485,0.00527225,288.323,-90.9059,26.0461,0.595949,155.638,27.1971,0.00717843,310.92,-89.1722,29.8736,0.667769
328,149.498,24.8938,0.00469275,300.299,-90.1031,30,0.646839,159.929,26.8055,0.00748168,318.223,-87.7134,30,0.679901,154.173,26.037,0.00625876,308.763,-91.9591,28.0943,0.622682,158.606,28.1517,0.00943768,329.622,-86.9587,30,0.701971,152.991,24.8055,0.00535513,289.124,-91.1426,25.9168,0.602091,155.17,27.0966,0.00719343,309.003,-89.1483,30,0.672622
329,150.753,25.1409,0.00546488,300.326,-89.7548,30,0.653947,159.023,27.1864,0.00747353,321.193,-88.2237,30,0.677715,154.583,25.8493,0.00630576,308.037,-92.1125,27.9023,0.62089,157.509,27.9036,0.00898834,330.611,-87.2272,30,0.697472,152.947,24.9589,0.00559899,288.966,-91.0057,25.8722,0.595347,155.937,26.9595,0.00663688,310.75,-88.7043,29.9687,0.671246
330,150.926,25.1326,0.00496355,300.95,-90.2231,30,0.647791,159.322,26.9705,0.00713101,320.796,-88.0263,30,0.676464,154.28,26.0334,0.00648501,308.385,-92.1286,28.1108,0.615723,158.752,28.0097,0.00890827,329.239,-87.1217,30,0.703848,152.448,25.0679,0.00579875,289.028,-90.9292,25.988,0.602824,155.619,27.0573,0.00738221,309.609,-89.26,30,0.66846
331,150.344,25.1804,0.00498561,299.865,-89.9072,29.881,0.647535,160.838,27.068,0.00701344,318.819,-87.8903,30,0.683399,154.584,26.1724,0.00605295,310.786,-91.942,27.8868,0.624631,157.246,27.902,0.00931363,330.474,-86.7971,30,0.69877,152.844,24.8145,0.00585613,288.923,-90.7908,25.8918,0.600802,156.776,26.9894,0.00724657,311.219,-88.8581,30,0.669468
332,149.346,24.8191,0.00474646,298.573,-89.9652,29.9055,0.645389,159.072,27.1326,0.00759145,319.432,-87.7635,30,0.684803,155.233,25.8734,0.00617907,311.054,-92.0424,28.1085,0.616507,157.558,27.8374,0.00871088,328.955,-86.7494,30,0.699274,152.065,25.1595,0.0059977,291.014,-90.7175,26.0861,0.604632,156.415,26.8319,0.00690192,310.586,-89.0896,29.932,0.670774
333,150.867,24.814,0.00526923,300.891,-89.7216,30,0.652622,160.041,26.8817,0.00754524,321.061,-87.7626,30,0.676953,155.199,25.9329,0.00550921,308.801,-92.2321,28.1028,0.617585,157.569,28.184,0.00887909,328.038,-87.1297,30,0.696028,151.155,25.0373,0.00518935,289.445,-90.7828,25.9773,0.604157,155.996,26.9595,0.00725039,308.293,-89.2463,30,0.669869
334,150.581,25.1665,0.00488837,300.386,-89.9996,30,0.653311,160.823,26.9017,0.00777253,319.062,-88.1748,30,0.675193,155.931,25.8597,0.00631944,309.104,-92.0896,27.915,0.620855,157.696,28.063,0.00851565,328.257,-87.2402,30,0.703148,152.776,24.8979,0.00557437,291.073,-91.1267,25.9727,0.60024,155.27,26.8104,0.00665281,310.507,-89.2558,29.9069,0.668379
335,149.156,24.8767,0.00541127,298.077,-89.9079,29.9653,0.651726,160.177,26.8894,0.00784721,319.968,-87.8065,30,0.684847,155.541,26.1864,0.00601433,309.895,-91.8467,28.1141,0.624641,157.649,28.1195,0.00871065,330.182,-87.1921,30,0.704314,151.292,25.053,0.00559295,288.483,-91.1044,26.0189,0.596872,156.601,27.1889,0.00671476,308.748,-89.027,30,0.667816
336,149.04,25.0165,0.0054566,299.565,-90.0479,30,0.651946,160.438,27.0251,0.00797461,320.755,-87.763,30,0.682351,154.581,25.9214,0.00628298,309.187,-91.9623,27.9248,0.62317,157.221,28.1318,0.00910273,328.748,-86.9748,30,0.698235,151.703,24.8253,0.00598596,288.126,-90.9025,25.9614,0.60146,155.712,27.0695,0.00722924,310.762,-89.2316,30,0.6678
337,149.058,24.9659,0.00493354,299.869,-89.8771,29.9427,0.648153,159.121,27.0747,0.00756783,319.398,-87.8769,30,0.679692,155.023,26.0545,0.00616,309.156,-92.2156,27.897,0.621394,158.746,27.9638,0.00866952,331.026,-86.8005,30,0.701068,152.721,24.8062,0.00510724,288.37,-90.8724,25.8709,0.599964,155.945,26.9243,0.00737041,308.682,-89.0885,30,0.665304
338,150.346,25.1266,0.00543227,301.505,-90.1084,30,0.645773,159.516,26.8377,0.00731519,321.501,-88.0917,30,0.679334,154.918,26.1878,0.00579615,310.509,-92.048,27.8683,0.619893,158.627,27.8395,0.00856959,328.615,-86.8414,30,0.70065,151.936,25.1553,0.0057667,291.248,-90.812,26.0428,0.59958,156.729,27.1704,0.00652381,308.206,-88.7248,29.9331,0.673734
339,149.778,24.8476,0.00458044,298.626,-90.1501,29.9966,0.652015,160.973,26.9766,0.00751818,320.087,-87.9763,30,0.675088,154.003,25.8391,0.00560156,310.82,-92.1771,28.1184,0.624286,158.952,28.1756,0.00877189,330.039,-87.1947,30,0.703884,152.703,24.9733,0.00575867,288.39,-91.2759,26.076,0.599254,156.991,26.8389,0.00735563,309.92,-88.8037,30,0.67416
340,149.596,25.1799,0.00465167,298.328,-90.041,30,0.649734,160.659,27.0919,0.00720943,321.796,-88.2635,30,0.678044,155,25.9689,0.00567183,309.433,-92.1842,27.9112,0.616871,157.978,28.1192,0.00906897,331.573,-86.9181,30,0.701676,151.899,25.0757,0.00506971,291.439,-90.8333,25.9236,0.60268,155.025,26.8869,0.00656514,311.121,-88.8465,30,0.665045
341,150.002,25.0819,0.0046554,300.599,-90.2495,29.9044,0.649758,160.307,26.8583,0.00718522,318.818,-88.1568,30,0.678951,155.308,25.9752,0.00627597,310.877,-92.2241,27.8647,0.623779,157.16,27.8593,0.00852213,330.513,-86.9506,30,0.703869,151.822,24.9486,0.00529685,288.61,-91.2171,25.8897,0.596141,155.481,26.9227,0.00746158,310.314,-88.7074,29.9617,0.669576
342,149.649,24.8732,0.00464316,301.78,-89.7079,29.8635,0.646503,159.847,26.8745,0.00736388,318.516,-88.0261,30,0.678519,154.189,25.9713,0.00648326,309.315,-91.7741,28.103,0.624521,158.58,28.0638,0.00935658,328.303,-87.0223,30,0.702696,152.924,25.1119,0.00587488,290.826,-90.8437,26.007,0.604242,156.65,27.1376,0.00717301,309.218,-89.2786,30,0.670861
343,149.596,24.8597,0.00532952,301.346,-89.8113,30,0.64866,159.608,26.8034,0.00783361,318.35,-87.9215,30,0.680267,155.853,25.8126,0.00627339,308.208,-92.2771,27.9789,0.615631,158.578,28.0118,0.00852904,328.162,-86.9324,30,0.699378,152.109,25.1199,0.00561051,288.899,-90.9322,26.0385,0.602341,156.242,27.1877,0.00669729,311.804,-88.977,30,0.665995
344,149.761,25.1078,0.00520691,298.161,-89.972,29.8765,0.654959,160.795,26.8084,0.00785865,321.678,-88.0879,30,0.679421,155.31,25.9361,0.00582256,309.698,-92.2127,28.0993,0.618487,157.8,28.1576,0.00899662,330.177,-86.7261,30,0.696695,151.946,25.1885,0.00537237,289.486,-91.183,25.8843,0.602403,156.54,27.1876,0.00727342,308.973,-89.2759,30,0.668405
345,149.624,25.1624,0.0050851,298.859,-89.7665,30,0.645867,160.725,26.9562,0.00752407,321.659,-87.716,30,0.677129,154.161,26.0247,0.0055136,309.648,-92.256,27.9716,0.615399,158.67,27.8839,0.00882831,331.48,-86.8522,30,0.695719,152.431,24.9563,0.00576608,289.781,-91.0924,25.9854,0.602486,156.804,26.8199,0.00702411,308.131,-89.019,30,0.668616
346,150.865,25.0522,0.00543416,301.029,-90.2379,29.9193,0.648942,159.34,26.998,0.00747137,321.825,-88.0398,30,0.684419,155.754,25.8835,0.00599603,309.391,-92.0601,27.9582,0.623264,157.904,28.0095,0.00948245,328.24,-87.0072,30,0.696512,152.223,24.8958,0.0058674,289.308,-91.1026,26.0295,0.596836,155.57,26.9667,0.00685364,310.1,-88.9402,30,0.671542
347,149.615,24.8506,0.00526081,301.403,-90.1458,29.9721,0.649986,160.067,27.0638,0.0070416,320.886,-88.2628,30,0.683277,154.902,25.8596,0.00648503,311.557,-91.8372,27.9735,0.616838,158.883,28.0129,0.00935236,329.368,-87.0988,30,0.700218,151.281,24.8879,0.00548194,288.17,-91.0225,25.9757,0.602793,155.71,27.193,0.00668077,310.364,-89.2462,30,0.674948
348,150.638,25.0223,0.00498474,301.34,-89.7384,30,0.648965,160.982,26.8624,0.00725355,318.356,-88.137,30,0.683529,155.558,26.0524,0.00601397,310.835,-92.0655,28.1024,0.621772,158.396,28.0144,0.00938523,329.008,-87.0713,30,0.699927,152.778,24.9386,0.00536933,291.555,-91.0214,26.0048,0.598328,155.553,27.0624,0.00661984,311.517,-88.8325,29.9072,0.67194
349,150.205,24.8738,0.0047732,299.636,-89.8805,30,0.650322,160.537,27.1032,0.00761786,321.148,-88.0994,30,0.681149,155.645,26.0185,0.00571844,310.17,-92.0773,28.0592,0.619758,158.672,28.0712,0.00918454,328.869,-86.7095,30,0.70289,151.66,25.0143,0.0051371,290.154,-91.2125,26.0159,0.601487,155.78,26.9994,0.00737565,308.434,-88.825,29.9012,0.665367
350,149.371,25.106,0.00490513,301.49,-89.9852,29.8567,0.652167,159.22,27.1158,0.0071681,319.382,-87.8432,30,0.678714,155.659,25.8763,0.00630718,310.63,-92.1844,27.9408,0.616318,157.766,27.8815,0.009144,331.978,-87.2928,30,0.700737,152.828,25.0024,0.0055437,289.887,-91.1387,25.8668,0.599087,155.105,27.0202,0.00680729,310.134,-89.2194,30,0.673945
351,149.38,24.9374,0.00511349,298.383,-90.0873,29.9253,0.654155,160.705,27.0319,0.00752035,321.723,-87.7405,30,0.676254,154.321,26.0707,0.00604143,308.074,-92.2628,28.1164,0.623689,157.715,28.1564,0.00909368,331.224,-87.0435,30,0.699337,151.915,25.0204,0.00510558,291.966,-91.1535,25.9096,0.600268,156.074,26.9759,0.00727189,310.067,-88.9342,30,0.66525
352,150.141,25.1537,0.00451739,299.621,-89.7443,29.9559,0.649587,160.963,26.8797,0.00706526,321.438,-87.7789,30,0.680142,155.672,26.0954,0.00576515,308.068,-92.0122,28.1077,0.623958,158.912,28.1518,0.00908004,329.778,-86.8351,30,0.700381,151.175,25.1704,0.0054556,289.453,-90.9223,26.0522,0.597107,156.674,26.916,0.00668668,309.626,-88.8617,30,0.673093
353,150.881,24.8562,0.00457118,300.231,-90.1258,30,0.65172,160.941,26.9019,0.00748578,320.005,-88.1565,30,0.679433,154.893,25.9451,0.00551693,310.088,-92.0989,27.8504,0.618079,157.557,27.9574,0.00863185,330.031,-86.8845,30,0.703038,151.904,25.0076,0.0058104,289.711,-90.879,25.9804,0.599177,156.52,26.8699,0.00683859,308.897,-89.0845,29.9191,0.670794
354,150.596,25.1146,0.0048645,301.955,-89.9437,29.9698,0.653355,160.46,27.0997,0.00719614,319.873,-87.7829,30,0.681835,155.176,26.1369,0.00578456,310.302,-92.2261,28.0571,0.62232,157.086,28.0703,0.00891469,328.496,-87.0481,30,0.699156,151.769,25.0954,0.00577422,290.428,-91.2864,26.1293,0.601862,155.068,27.1275,0.00670027,310.317,-89.02,29.976,0.673897
355,149.875,24.8301,0.00544664,301.682,-89.8893,29.9904,0.645929,160.581,26.8302,0.0070686,320.15,-88.2039,30,0.679231,154.274,25.8642,0.00557691,308.82,-91.8707,28.0927,0.619525,158.013,27.8131,0.00856932,329.03,-86.9737,30,0.70105,151.784,24.8473,0.00578077,289.455,-90.8584,26.0039,0.602387,156.815,27.1684,0.00703511,310.046,-89.1406,30,0.669579
356,149.255,24.9731,0.00462705,300.01,-89.9632,29.9513,0.645717,160.887,27.1093,0.00783888,319.467,-87.8435,30,0.677011,154.249,25.938,0.00563755,311.993,-92.2705,27.9823,0.619521,157.601,28.0285,0.00864998,331.136,-87.1005,30,0.702156,152.778,25.1343,0.00560831,289.554,-90.9981,26.0806,0.603775,155.208,26.9539,0.00727612,309.727,-89.1007,29.9734,0.671028
357,151,24.9972,0.00470849,298.651,-90.2746,30,0.650446,159.41,27.0781,0.00774111,319.036,-88.0935,30,0.678743,155.522,25.9811,0.00629334,311.076,-91.8993,28.1064,0.624392,158.16,27.895,0.00889863,331.033,-86.9095,30,0.695512,152.366,24.9004,0.00549967,290.987,-90.9624,25.875,0.596856,155.439,26.9031,0.0070654,310.016,-89.1781,29.8703,0.666714
358,150.969,24.9874,0.00536735,301.395,-89.9931,30,0.646928,160.377,26.909,0.00783206,318.335,-87.8361,30,0.683812,154.608,26.0618,0.0059875,309.465,-91.9127,28.1343,0.615413,158.838,28.0436,0.00930731,329.535,-87.0169,30,0.699148,152.069,24.8081,0.0051586,290.567,-90.8698,26.0248,0.596433,155.891,26.942,0.00699566,311.481,-88.8345,29.8752,0.673903
359,149.944,25.0975,0.00464004,300.683,-90.1582,29.9815,0.645169,159.303,26.8368,0.00723974,318.4,-87.8849,30,0.681177,154.281,26.1781,0.00643309,308.902,-91.9313,27.8584,0.624318,158.046,27.8173,0.0088425,328.307,-87.0642,30,0.699699,151.767,24.8477,0.00524494,288.401,-90.8155,25.8906,0.600954,155.685,26.8904,0.00713947,309.828,-89.0599,30,0.669913
360,149.607,25.0236,0.0051695,298.107,-90.0205,29.8673,0.646864,160.121,27.1465,0.00788281,318.28,-88.0485,30,0.676471,155.531,26.0977,0.00640334,308.034,-92.17,28.0982,0.621706,158.789,27.8229,0.00909696,330.276,-87.2786,30,0.701095,151.383,24.9093,0.00564035,289.873,-90.7852,25.9527,0.597667,156.97,27.1645,0.00652899,311.083,-89.2338,29.8582,0.667737
361,149.539,25.1277,0.00521067,301.926,-89.8731,29.9755,0.651989,160.999,27.0841,0.00776168,321.753,-88.2318,30,0.683508,155.909,25.8844,0.00600393,310.722,-92.1515,28.0301,0.617576,157.667,27.9766,0.00902919,329.797,-87.0041,30,0.69659,151.095,24.8784,0.00558194,291.144,-91.1985,25.8826,0.602493,155.61,27.1806,0.00721432,309.307,-89.1263,30,0.665791
362,149.235,24.8703,0.00527472,300.055,-90.2937,30,0.649237,160.022,26.8856,0.00755178,321.917,-88.2559,30,0.67743,154.497,25.9515,0.00631811,311.651,-92.1787,28.0129,0.621369,158.044,27.9736,0.00869198,329.953,-87.0593,30,0.702636,151.268,24.8354,0.00590815,290.142,-90.7853,25.8674,0.600265,156.079,27.1443,0.00659761,308.962,-89.0561,30,0.674389
363,150.985,25.1837,0.00450594,298.191,-90.2114,29.9547,0.653299,160.785,26.8747,0.00761966,321.669,-88.0218,30,0.679578,154.752,26.0311,0.00593866,308.069,-91.7036,28.0131,0.619736,158.909,27.8623,0.00868924,331.232,-87.1435,30,0.697715,151.066,25.0068,0.00519669,291.031,-90.9153,26.1271,0.60283,155.362,27.1201,0.00714174,310.676,-88.8006,30,0.66966
364,150.273,24.9192,0.0046826,300.466,-90.1597,29.874,0.645006,160.217,26.9449,0.00775231,319.501,-88.0084,30,0.681506,154.712,26.1855,0.00643615,311.392,-91.7478,27.9847,0.620364,158.484,28.0785,0.00939068,330.865,-86.7013,30,0.70333,152.395,25.0766,0.00532584,291.142,-90.7598,25.9156,0.601255,155.784,27.1958,0.00697883,308.913,-89.0709,30,0.665761
365,150.207,25.1725,0.00535036,298.271,-89.704,30,0.646623,159.025,26.8685,0.00783818,318.087,-88.1601,30,0.680861,155.565,26.0985,0.0055506,311.57,-92.1638,28.016,0.621443,157.337,28.1905,0.00898816,328.231,-86.7376,30,0.701992,152.05,25.1339,0.00503313,289.074,-91.0182,25.873,0.602059,155.787,26.9091,0.00650338,310.879,-88.7997,29.9685,0.670642
366,149.455,25.0489,0.00451214,299.955,-89.9135,30,0.648813,160.53,27.0391,0.00792701,319.594,-88.1085,30,0.675492,154.273,25.833,0.00634311,308.042,-91.783,27.9854,0.61504,157.803,27.8747,0.0091244,330.717,-87.0075,30,0.701561,152.684,25.0881,0.00582996,288.802,-90.7667,25.9467,0.595134,156.687,27.1767,0.00715556,308.926,-89.149,29.99,0.673978
367,149.299,25.1304,0.0047913,301.234,-89.7478,29.9782,0.648651,160.604,27.0118,0.00768445,320.491,-88.2083,30,0.676958,155.865,25.9002,0.00623388,309.139,-92.1093,27.943,0.622479,158.114,28.1532,0.00880737,330.768,-86.8482,30,0.699006,151.966,24.9423,0.00532211,290.746,-91.1705,26.0628,0.60435,156.13,27.0446,0.00656893,311.458,-89.1287,30,0.674791
368,150.191,25.0899,0.00494532,298.241,-89.8214,29.8605,0.652007,159.046,27.1449,0.00715764,320.057,-87.9417,30,0.678408,154.936,25.9246,0.00593812,309.436,-91.9603,27.9214,0.624887,158.002,27.8777,0.00897707,331.466,-87.2869,30,0.70048,151.339,25.127,0.00536888,289.175,-90.8031,26.0416,0.603983,156.26,27.0963,0.00733645,308.219,-88.8344,30,0.665695
369,150.017,24.833,0.00523595,300.186,-89.7279,29.9049,0.65106,159.423,27.0456,0.00772265,320.889,-87.811,30,0.675773,154.687,26.0748,0.00599859,308.763,-91.9684,27.9722,0.6189,158.62,27.963,0.00852645,328.232,-86.7863,30,0.701884,151.729,25.1754,0.0056628,291.377,-90.8405,25.9637,0.599787,155.372,26.9168,0.00727813,311.576,-88.8653,29.9896,0.665865
370,149.114,24.9497,0.00496382,300.436,-90.2961,30,0.648639,160.696,27.014,0.00713044,321.19,-87.8741,30,0.680146,154.175,26.0623,0.00641125,308.373,-92.1419,28.1207,0.617843,158.308,28.0139,0.00909633,329.663,-87.12,30,0.702443,152.492,25.0683,0.00564363,288.975,-91.2866,26.0926,0.599911,155.614,26.8408,0.00656272,309.395,-88.8172,30,0.673968
371,150.84,25.1631,0.00502722,298.878,-89.8212,29.9141,0.647672,159.467,27.006,0.00732183,318.617,-88.0281,30,0.680706,155.757,25.8783,0.00566697,310.302,-92.022,28.0481,0.622946,158.503,28.1769,0.00889826,328.826,-86.9695,30,0.697889,151.416,24.9586,0.00511122,288.127,-90.9059,26.0331,0.602084,156.321,26.8457,0.00679108,308.518,-88.7942,30,0.667015
372,149.683,25.1866,0.00509416,301.205,-90.1412,29.913,0.652839,160.372,27.0724,0.00755263,320.254,-87.8586,30,0.678528,155.743,25.9235,0.00604631,310.811,-91.7,27.9806,0.619281,158.685,28.1222,0.00923108,329.853,-87.1056,30,0.703762,152.768,24.8434,0.00542835,289.859,-90.7134,26.0534,0.599072,155.052,27.0262,0.00659608,311.338,-88.8485,29.9882,0.669292
373,150.795,24.9154,0.00474902,301.757,-89.8145,30,0.646952,159.287,26.8104,0.00723704,321.097,-88.156,30,0.677519,154.791,26.1933,0.00574481,309.505,-92.1193,27.8829,0.619899,157.757,28.078,0.00931759,330.177,-87.2807,30,0.695554,152.233,25.074,0.00519777,291.277,-90.7533,26.0939,0.598051,156.173,27.1659,0.00682066,311.28,-89.2943,29.8511,0.672597
